1.000000e+0 	3.337400e+2 	1.515700e+1
1.100000e+0 	3.323600e+2 	1.241500e+1
1.200000e+0 	3.312200e+2 	1.030100e+1
1.400000e+0 	3.294600e+2 	7.325300e+0
1.600000e+0 	3.281900e+2 	5.398400e+0
1.800000e+0 	3.272400e+2 	4.095700e+0
2.000000e+0 	3.265100e+2 	3.183900e+0
2.200000e+0 	3.259400e+2 	2.527100e+0
2.500000e+0 	3.252800e+2 	1.847400e+0
2.800000e+0 	3.248000e+2 	1.396900e+0
3.200000e+0 	3.243200e+2 	1.005400e+0
3.500000e+0 	3.240500e+2 	8.078000e-1
4.000000e+0 	3.237000e+2 	5.864100e-1
4.500000e+0 	3.234400e+2 	4.460200e-1
5.000000e+0 	3.232400e+2 	3.526200e-1
5.500000e+0 	3.230800e+2 	2.880100e-1
6.300000e+0 	3.228800e+2 	2.203300e-1
7.100000e+0 	3.227200e+2 	1.782300e-1
8.000000e+0 	3.225700e+2 	1.479900e-1
9.000000e+0 	3.224300e+2 	1.266900e-1
1.000000e+1 	3.223100e+2 	1.131000e-1
1.100000e+1 	3.222000e+2 	1.043000e-1
1.200000e+1 	3.221000e+2 	9.864700e-2
1.400000e+1 	3.219100e+2 	9.322100e-2
1.600000e+1 	3.217200e+2 	9.250200e-2
1.800000e+1 	3.215400e+2 	9.452300e-2
2.000000e+1 	3.213400e+2 	9.825500e-2
2.200000e+1 	3.211400e+2 	1.030900e-1
2.500000e+1 	3.208200e+2 	1.116200e-1
2.800000e+1 	3.204700e+2 	1.209600e-1
3.200000e+1 	3.199600e+2 	1.338300e-1
3.500000e+1 	3.195500e+2 	1.434200e-1
4.000000e+1 	3.187900e+2 	1.587600e-1
4.500000e+1 	3.179600e+2 	1.730100e-1
5.000000e+1 	3.170600e+2 	1.860100e-1
5.500000e+1 	3.161100e+2 	1.977500e-1
6.300000e+1 	3.144600e+2 	2.140900e-1
7.100000e+1 	3.126900e+2 	2.277200e-1
8.000000e+1 	3.105800e+2 	2.402600e-1
9.000000e+1 	3.081300e+2 	2.512800e-1
1.000000e+2 	3.055700e+2 	2.597400e-1
1.100000e+2 	3.029400e+2 	2.661100e-1
1.200000e+2 	3.002600e+2 	2.707600e-1
1.400000e+2 	2.947900e+2 	2.760800e-1
1.600000e+2 	2.892500e+2 	2.775300e-1
1.800000e+2 	2.837100e+2 	2.763800e-1
2.000000e+2 	2.782200e+2 	2.734700e-1
2.200000e+2 	2.727900e+2 	2.693700e-1
2.500000e+2 	2.648200e+2 	2.618300e-1
2.800000e+2 	2.570900e+2 	2.533900e-1
3.200000e+2 	2.471900e+2 	2.415500e-1
3.500000e+2 	2.400800e+2 	2.326100e-1
4.000000e+2 	2.288100e+2 	2.180500e-1
4.500000e+2 	2.182600e+2 	2.041800e-1
5.000000e+2 	2.083700e+2 	1.911600e-1
5.500000e+2 	1.991200e+2 	1.790100e-1
6.300000e+2 	1.855100e+2 	1.613500e-1
7.100000e+2 	1.732200e+2 	1.457200e-1
8.000000e+2 	1.608000e+2 	1.303000e-1
9.000000e+2 	1.485100e+2 	1.154900e-1
1.000000e+3 	1.376000e+2 	1.027700e-1
1.100000e+3 	1.278700e+2 	9.181300e-2
1.200000e+3 	1.191600e+2 	8.233500e-2
1.400000e+3 	1.042400e+2 	6.693600e-2
1.600000e+3 	9.202700e+1 	5.514900e-2
1.800000e+3 	8.191400e+1 	4.598800e-2
2.000000e+3 	7.343800e+1 	3.876400e-2
2.200000e+3 	6.626300e+1 	3.299300e-2
2.500000e+3 	5.736500e+1 	2.632600e-2
2.800000e+3 	5.021200e+1 	2.136200e-2
3.200000e+3 	4.263300e+1 	1.653200e-2
3.500000e+3 	3.807700e+1 	1.383800e-2
4.000000e+3 	3.198500e+1 	1.053000e-2
4.500000e+3 	2.730000e+1 	8.211000e-3
5.000000e+3 	2.361300e+1 	6.535400e-3
5.500000e+3 	2.065600e+1 	5.292900e-3
6.300000e+3 	1.698200e+1 	3.893100e-3
7.100000e+3 	1.424400e+1 	2.952700e-3
8.000000e+3 	1.191200e+1 	2.228800e-3
9.000000e+3 	9.957200e+0 	1.680700e-3
1.000000e+4 	8.466300e+0 	1.301000e-3
1.100000e+4 	7.301300e+0 	1.029100e-3
1.200000e+4 	6.372100e+0 	8.291100e-4
1.400000e+4 	4.980200e+0 	5.628300e-4
1.600000e+4 	4.016700e+0 	4.007000e-4
1.800000e+4 	3.319900e+0 	2.960700e-4
2.000000e+4 	2.798400e+0 	2.253900e-4
3.000000e+4 	1.283000e+0 	7.769400e-5
4.000000e+4 	7.141900e-1 	3.606900e-5
5.000000e+4 	4.349000e-1 	1.979000e-5
6.000000e+4 	2.755100e-1 	1.208700e-5
7.000000e+4 	1.753000e-1 	7.954600e-6
8.000000e+4 	1.078700e-1 	5.530800e-6
9.000000e+4 	6.016200e-2 	4.011300e-6
1.000000e+5 	2.506500e-2 	3.008100e-6
